"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2026.05.18	14:05:00	5166.541	5168.541	5165.541	5167.541	2153	8347	1"
"2026.05.18	14:10:00	5167.541	5168.541	5167.041	5168.041	1989	8082	1"
"2026.05.18	14:15:00	5168.541	5169.541	5166.541	5167.041	2829	9608	1"
"2026.05.18	14:20:00	5166.541	5167.541	5166.041	5166.541	1899	9420	1"
"2026.05.18	14:25:00	5166.541	5167.041	5165.041	5166.041	1650	6539	1"
"2026.05.18	14:30:00	5166.041	5167.541	5165.541	5167.041	1809	7167	1"
"2026.05.18	14:35:00	5167.541	5168.541	5167.041	5167.041	1994	9877	1"
"2026.05.18	14:40:00	5167.041	5168.041	5164.541	5168.041	2941	11789	1"
"2026.05.18	14:45:00	5168.541	5169.041	5166.541	5168.041	3040	14925	1"
"2026.05.18	14:50:00	5168.541	5169.041	5167.541	5168.041	1269	5681	1"
"2026.05.18	14:55:00	5168.041	5168.041	5165.541	5167.041	2830	10377	1"
"2026.05.18	15:00:00	5167.041	5172.041	5166.541	5171.041	5855	32641	1"
"2026.05.18	15:05:00	5170.541	5172.041	5170.041	5171.541	3027	10174	1"
"2026.05.18	15:10:00	5171.541	5171.541	5170.041	5171.041	1988	5993	1"
"2026.05.18	15:15:00	5171.041	5174.041	5171.041	5173.041	4547	21505	1"
"2026.05.18	15:20:00	5173.541	5174.541	5172.541	5173.541	3965	15289	1"
"2026.05.18	15:25:00	5173.541	5178.041	5173.541	5175.041	7242	27794	1"
"2026.05.18	15:30:00	5175.041	5176.541	5174.041	5174.541	3035	11246	1"
"2026.05.18	15:35:00	5175.041	5176.041	5174.041	5174.041	2540	12083	1"
"2026.05.18	15:40:00	5174.541	5176.041	5174.041	5174.541	2055	9201	1"
"2026.05.18	15:45:00	5175.041	5176.041	5174.041	5175.041	2189	8546	1"
"2026.05.18	15:50:00	5175.041	5177.041	5173.541	5175.541	3381	14000	1"
"2026.05.18	15:55:00	5175.541	5177.041	5174.541	5176.541	3786	13303	1"
"2026.05.18	16:00:00	5177.041	5177.541	5163.041	5166.541	23914	92461	1"
"2026.05.18	16:05:00	5166.541	5171.041	5166.041	5168.541	6955	21347	1"
"2026.05.18	16:10:00	5168.541	5170.541	5168.041	5170.041	2880	6711	1"
"2026.05.18	16:15:00	5169.541	5171.541	5168.041	5171.041	4005	16160	1"
"2026.05.18	16:20:00	5171.041	5172.541	5170.041	5172.541	3728	14353	1"
"2026.05.18	16:25:00	5172.041	5174.041	5170.041	5170.041	3686	13490	1"
"2026.05.18	16:30:00	5170.041	5171.041	5167.541	5167.541	3813	12160	1"
"2026.05.18	16:35:00	5168.041	5168.041	5163.541	5164.041	4634	22748	1"
"2026.05.18	16:40:00	5164.041	5165.041	5160.541	5161.041	5955	23395	1"
"2026.05.18	16:45:00	5161.041	5162.041	5159.541	5161.541	4923	19095	1"
"2026.05.18	16:50:00	5161.541	5163.041	5160.041	5161.041	3613	12667	1"
"2026.05.18	16:55:00	5161.541	5163.041	5160.541	5162.041	2664	13455	1"
"2026.05.18	17:00:00	5161.541	5163.041	5161.541	5162.041	1634	7616	1"
"2026.05.18	17:05:00	5161.541	5162.041	5159.041	5161.041	2482	12440	1"
"2026.05.18	17:10:00	5160.541	5162.041	5158.541	5159.041	1510	7399	1"
"2026.05.18	17:15:00	5159.041	5161.541	5158.541	5161.541	2650	16261	1"
"2026.05.18	17:20:00	5161.541	5162.041	5161.041	5161.541	1649	8138	1"
"2026.05.18	17:25:00	5161.041	5161.541	5160.541	5161.041	1142	4808	1"
"2026.05.18	17:30:00	5160.541	5161.541	5159.041	5161.041	1773	7698	1"
"2026.05.18	17:35:00	5161.041	5161.041	5159.541	5160.541	702	3603	1"
"2026.05.18	17:40:00	5160.041	5161.541	5158.541	5161.541	1829	8793	1"
"2026.05.18	17:45:00	5161.541	5161.541	5159.041	5160.541	828	4168	1"
"2026.05.18	17:50:00	5160.041	5160.541	5158.541	5159.541	835	4170	1"
"2026.05.18	17:55:00	5159.041	5159.541	5152.541	5155.041	3811	19359	1"
"2026.05.18	18:00:00	5155.041	5155.041	5148.541	5151.541	1882	13283	1"
"2026.05.18	18:05:00	5152.041	5153.541	5151.041	5153.041	787	4121	1"
"2026.05.18	18:10:00	5153.041	5154.041	5152.041	5152.541	568	1951	1"
"2026.05.18	18:15:00	5152.541	5153.041	5149.541	5151.541	1374	5777	1"
"2026.05.18	18:20:00	5151.541	5155.041	5150.541	5155.041	868	4415	1"
"2026.05.18	18:25:00	5154.541	5156.041	5153.041	5154.041	1091	5277	1"
"2026.05.19	09:00:00	5183.228	5185.713	5174.713	5179.213	24456	84714	1"
"2026.05.19	09:05:00	5178.713	5185.713	5177.713	5184.213	14275	51380	1"
"2026.05.19	09:10:00	5183.713	5188.213	5183.213	5185.713	10946	40520	1"
"2026.05.19	09:15:00	5185.213	5187.213	5180.213	5182.213	9104	35983	1"
"2026.05.19	09:20:00	5181.713	5182.713	5174.713	5174.713	10286	40335	1"
"2026.05.19	09:25:00	5174.713	5177.713	5171.213	5172.713	10413	35347	1"
"2026.05.19	09:30:00	5172.213	5174.213	5169.713	5172.713	7746	28435	1"
"2026.05.19	09:35:00	5173.213	5177.713	5172.213	5177.713	6225	22962	1"
"2026.05.19	09:40:00	5177.713	5180.713	5174.213	5180.713	13523	47468	1"
"2026.05.19	09:45:00	5180.713	5186.713	5179.713	5185.713	9937	37048	1"
"2026.05.19	09:50:00	5186.213	5191.213	5184.713	5189.713	9513	36085	1"
"2026.05.19	09:55:00	5189.713	5194.213	5189.213	5192.213	9530	39837	1"
"2026.05.19	10:00:00	5192.213	5194.213	5190.213	5191.713	9064	44043	1"
"2026.05.19	10:05:00	5192.213	5197.713	5191.213	5195.713	11959	62480	1"
"2026.05.19	10:10:00	5195.713	5196.713	5192.213	5193.713	8116	37132	1"
"2026.05.19	10:15:00	5193.213	5202.713	5192.213	5202.213	10490	36206	1"
"2026.05.19	10:20:00	5202.213	5204.713	5201.213	5202.213	10219	39687	1"
"2026.05.19	10:25:00	5202.713	5206.213	5201.713	5204.213	7810	33471	1"
"2026.05.19	10:30:00	5204.713	5204.713	5195.213	5197.713	14802	60339	1"
"2026.05.19	10:35:00	5198.213	5199.213	5191.213	5194.213	10052	38140	1"
"2026.05.19	10:40:00	5194.213	5198.213	5192.713	5194.713	9966	36380	1"
"2026.05.19	10:45:00	5194.713	5196.213	5191.213	5192.213	9157	38525	1"
"2026.05.19	10:50:00	5192.213	5195.213	5189.713	5192.213	9751	35042	1"
"2026.05.19	10:55:00	5191.713	5193.713	5190.213	5192.213	5569	23417	1"
"2026.05.19	11:00:00	5192.213	5194.713	5184.213	5185.713	14181	53458	1"
"2026.05.19	11:05:00	5185.213	5194.213	5183.713	5193.213	12067	58056	1"
"2026.05.19	11:10:00	5192.713	5193.713	5190.213	5191.713	5819	22045	1"
"2026.05.19	11:15:00	5191.713	5198.713	5190.713	5197.213	9070	34378	1"
"2026.05.19	11:20:00	5196.713	5202.213	5196.713	5202.213	8794	35374	1"
"2026.05.19	11:25:00	5202.213	5203.713	5197.713	5198.713	8479	29082	1"
"2026.05.19	11:30:00	5198.713	5201.213	5197.213	5201.213	6374	17741	1"
"2026.05.19	11:35:00	5201.213	5202.213	5197.213	5202.213	7090	30339	1"
"2026.05.19	11:40:00	5202.213	5205.713	5200.713	5205.713	8481	34066	1"
"2026.05.19	11:45:00	5205.213	5208.713	5203.213	5208.213	8195	33444	1"
"2026.05.19	11:50:00	5208.213	5211.713	5207.213	5210.713	7187	33784	1"
"2026.05.19	11:55:00	5211.213	5213.713	5209.213	5212.713	7628	40075	1"
"2026.05.19	12:00:00	5212.213	5215.713	5210.213	5211.213	9993	55880	1"
"2026.05.19	12:05:00	5211.213	5213.713	5207.713	5211.713	10328	55647	1"
"2026.05.19	12:10:00	5211.713	5218.213	5211.213	5216.213	7880	35329	1"
"2026.05.19	12:15:00	5216.213	5219.213	5210.213	5210.213	8001	41045	1"
"2026.05.19	12:20:00	5210.213	5213.213	5210.213	5212.713	3293	17063	1"
"2026.05.19	12:25:00	5212.713	5216.213	5211.713	5215.213	3700	13017	1"
"2026.05.19	12:30:00	5215.713	5216.213	5210.213	5211.713	4326	15527	1"
"2026.05.19	12:35:00	5211.713	5215.213	5209.713	5210.213	5545	26371	1"
"2026.05.19	12:40:00	5210.713	5213.213	5208.213	5209.213	5085	19511	1"
"2026.05.19	12:45:00	5208.713	5209.213	5206.213	5207.713	3738	13268	1"
"2026.05.19	12:50:00	5207.213	5211.213	5207.213	5209.213	4333	16566	1"
"2026.05.19	12:55:00	5209.213	5210.213	5203.213	5204.713	6361	27311	1"
"2026.05.19	13:00:00	5204.713	5206.213	5201.713	5206.213	5315	38092	1"
"2026.05.19	13:05:00	5206.213	5209.213	5204.713	5206.713	5768	27586	1"
"2026.05.19	13:10:00	5206.713	5207.213	5204.713	5205.213	3198	14870	1"
"2026.05.19	13:15:00	5204.713	5205.713	5202.713	5204.713	3570	14716	1"
"2026.05.19	13:20:00	5204.713	5206.213	5200.213	5200.713	4127	17121	1"
"2026.05.19	13:25:00	5200.713	5201.213	5197.213	5197.713	5120	28952	1"
"2026.05.19	13:30:00	5197.713	5198.713	5194.213	5198.713	5983	27987	1"
"2026.05.19	13:35:00	5198.213	5199.713	5196.213	5197.213	3644	14930	1"
"2026.05.19	13:40:00	5197.213	5198.213	5194.713	5194.713	2702	10430	1"
"2026.05.19	13:45:00	5194.713	5196.213	5193.713	5196.213	3928	15770	1"
"2026.05.19	13:50:00	5196.213	5196.713	5191.713	5193.213	4008	14480	1"
"2026.05.19	13:55:00	5193.213	5193.713	5191.713	5193.713	2619	9893	1"
"2026.05.19	14:00:00	5193.713	5194.213	5189.713	5190.213	4109	18269	1"
"2026.05.19	14:05:00	5190.713	5195.213	5190.213	5194.213	3889	15314	1"
"2026.05.19	14:10:00	5193.713	5195.713	5189.713	5190.713	4606	19247	1"
"2026.05.19	14:15:00	5190.713	5192.213	5189.213	5189.713	3275	15430	1"
"2026.05.19	14:20:00	5189.713	5190.713	5188.213	5189.713	3267	13084	1"
"2026.05.19	14:25:00	5190.213	5192.213	5189.713	5192.213	2432	9707	1"
"2026.05.19	14:30:00	5191.713	5194.213	5190.713	5193.713	2591	10940	1"
"2026.05.19	14:35:00	5194.213	5195.713	5190.713	5191.213	5163	24597	1"
"2026.05.19	14:40:00	5191.213	5193.713	5190.213	5190.213	3402	13372	1"
"2026.05.19	14:45:00	5190.713	5194.713	5190.213	5192.713	2768	32444	1"
"2026.05.19	14:50:00	5192.713	5193.213	5190.713	5192.713	1884	7270	1"
"2026.05.19	14:55:00	5192.713	5194.213	5192.213	5192.213	2023	8580	1"
"2026.05.19	15:00:00	5192.213	5199.213	5192.213	5197.713	6128	29613	1"
"2026.05.19	15:05:00	5197.713	5203.713	5196.713	5201.713	7945	44521	1"
"2026.05.19	15:10:00	5201.713	5203.713	5200.713	5203.713	3085	15336	1"
"2026.05.19	15:15:00	5203.713	5204.713	5198.213	5201.213	7830	40937	1"
"2026.05.19	15:20:00	5200.713	5203.213	5200.213	5200.713	3624	16400	1"
"2026.05.19	15:25:00	5200.713	5201.213	5192.213	5196.213	8505	46613	1"
"2026.05.19	15:30:00	5196.213	5200.213	5196.213	5198.213	3244	18270	1"
"2026.05.19	15:35:00	5198.213	5199.713	5198.213	5198.213	1328	6672	1"
"2026.05.19	15:40:00	5198.713	5200.213	5198.213	5199.213	1828	9825	1"
"2026.05.19	15:45:00	5198.713	5199.713	5196.713	5197.213	2276	13203	1"
"2026.05.19	15:50:00	5197.713	5198.713	5195.713	5197.713	2518	9736	1"
"2026.05.19	15:55:00	5198.213	5201.713	5197.713	5200.713	6547	30513	1"
"2026.05.19	16:00:00	5201.213	5203.713	5200.213	5203.213	3643	17812	1"
"2026.05.19	16:05:00	5203.213	5203.213	5200.713	5202.713	4392	30325	1"
"2026.05.19	16:10:00	5202.213	5203.213	5199.713	5200.713	3423	24557	1"
"2026.05.19	16:15:00	5200.713	5203.213	5200.713	5202.713	1746	10187	1"
"2026.05.19	16:20:00	5202.713	5206.713	5202.213	5206.713	3886	18738	1"
"2026.05.19	16:25:00	5206.713	5208.213	5205.213	5205.713	3379	12633	1"
"2026.05.19	16:30:00	5205.713	5208.213	5205.213	5206.713	1974	9687	1"
"2026.05.19	16:35:00	5206.213	5206.713	5202.713	5203.213	2660	11358	1"
"2026.05.19	16:40:00	5202.713	5204.213	5202.213	5203.213	1977	7916	1"
"2026.05.19	16:45:00	5203.213	5203.713	5201.213	5201.213	2098	10184	1"
"2026.05.19	16:50:00	5201.713	5203.213	5200.713	5203.213	2728	11667	1"
"2026.05.19	16:55:00	5203.213	5205.213	5201.713	5201.713	3653	14224	1"
"2026.05.19	17:00:00	5202.213	5204.213	5200.713	5203.713	2168	9231	1"
"2026.05.19	17:05:00	5203.213	5203.713	5201.213	5202.213	1279	4052	1"
"2026.05.19	17:10:00	5202.713	5203.213	5200.213	5200.713	1627	12519	1"
"2026.05.19	17:15:00	5200.213	5201.213	5199.713	5199.713	1461	7480	1"
"2026.05.19	17:20:00	5199.713	5201.213	5199.213	5200.713	1181	8728	1"
"2026.05.19	17:25:00	5200.213	5200.713	5199.213	5199.713	738	4576	1"
"2026.05.19	17:30:00	5199.713	5202.713	5199.213	5202.213	1404	7962	1"
"2026.05.19	17:35:00	5202.713	5205.213	5201.213	5204.713	2569	15837	1"
"2026.05.19	17:40:00	5204.713	5206.713	5204.213	5206.213	1591	8735	1"
"2026.05.19	17:45:00	5206.713	5208.713	5205.713	5207.713	1958	10435	1"
"2026.05.19	17:50:00	5207.213	5210.713	5207.213	5209.713	2133	13868	1"
"2026.05.19	17:55:00	5209.713	5210.713	5208.213	5208.713	1287	7148	1"
"2026.05.19	18:00:00	5208.713	5209.713	5205.213	5205.713	1196	5722	1"
"2026.05.19	18:05:00	5205.713	5207.213	5203.713	5205.213	1010	5136	1"
"2026.05.19	18:10:00	5205.213	5206.213	5204.713	5205.213	493	2967	1"
"2026.05.19	18:15:00	5204.713	5206.213	5203.713	5204.713	826	3864	1"
"2026.05.19	18:20:00	5204.713	5206.713	5202.713	5204.713	576	3201	1"
"2026.05.19	18:25:00	5205.213	5207.213	5204.713	5205.713	662	2686	1"
"2026.05.20	09:00:00	5188.374	5192.845	5183.845	5183.845	15502	62226	1"
"2026.05.20	09:05:00	5183.845	5189.845	5183.845	5188.345	10663	42853	1"
"2026.05.20	09:10:00	5188.845	5190.345	5184.845	5186.845	6771	30710	1"
"2026.05.20	09:15:00	5186.845	5190.345	5184.345	5189.845	7014	28052	1"
"2026.05.20	09:20:00	5189.345	5196.345	5189.345	5194.845	10400	39751	1"
"2026.05.20	09:25:00	5194.845	5197.345	5191.345	5191.845	9629	39911	1"
"2026.05.20	09:30:00	5191.845	5193.845	5190.845	5192.845	4963	17853	1"
"2026.05.20	09:35:00	5193.345	5193.845	5190.845	5191.345	4169	15271	1"
"2026.05.20	09:40:00	5191.345	5195.845	5188.845	5193.845	8585	30143	1"
"2026.05.20	09:45:00	5193.345	5198.845	5192.845	5196.345	8797	35943	1"
"2026.05.20	09:50:00	5196.845	5202.845	5196.345	5202.345	8020	28958	1"
"2026.05.20	09:55:00	5202.845	5211.845	5200.345	5207.845	15000	63544	1"
"2026.05.20	10:00:00	5207.845	5213.845	5203.845	5211.845	17213	80667	1"
"2026.05.20	10:05:00	5212.345	5215.845	5211.345	5215.345	9015	37617	1"
"2026.05.20	10:10:00	5214.845	5216.345	5208.345	5209.345	11014	46728	1"
"2026.05.20	10:15:00	5208.845	5212.345	5207.345	5210.845	8445	32080	1"
"2026.05.20	10:20:00	5210.845	5213.345	5208.345	5210.845	8974	43538	1"
"2026.05.20	10:25:00	5210.845	5213.345	5206.845	5212.845	10352	41995	1"
"2026.05.20	10:30:00	5212.345	5213.345	5206.345	5207.345	11038	42117	1"
"2026.05.20	10:35:00	5207.845	5210.345	5204.845	5204.845	9667	40635	1"
"2026.05.20	10:40:00	5205.345	5211.345	5203.845	5207.345	13749	61131	1"
"2026.05.20	10:45:00	5207.845	5207.845	5201.845	5202.345	10120	44334	1"
"2026.05.20	10:50:00	5202.845	5205.345	5200.345	5202.345	8250	32146	1"
"2026.05.20	10:55:00	5202.345	5206.845	5201.345	5205.845	8417	40792	1"
"2026.05.20	11:00:00	5205.345	5205.845	5198.845	5200.345	10735	49031	1"
"2026.05.20	11:05:00	5200.345	5200.845	5194.345	5197.845	12383	54817	1"
"2026.05.20	11:10:00	5197.345	5201.845	5193.845	5196.345	15185	55583	1"
"2026.05.20	11:15:00	5195.845	5196.345	5173.845	5177.345	32836	132853	1"
"2026.05.20	11:20:00	5177.345	5183.345	5170.345	5178.845	20982	90805	1"
"2026.05.20	11:25:00	5179.345	5182.845	5176.345	5177.345	9255	37709	1"
"2026.05.20	11:30:00	5177.845	5178.845	5173.845	5176.845	8837	36899	1"
"2026.05.20	11:35:00	5176.345	5181.845	5175.345	5178.845	8243	29541	1"
"2026.05.20	11:40:00	5178.845	5181.845	5177.845	5178.845	4996	20076	1"
"2026.05.20	11:45:00	5178.345	5179.345	5173.845	5178.345	8463	35171	1"
"2026.05.20	11:50:00	5177.845	5178.345	5171.845	5173.345	7722	37799	1"
"2026.05.20	11:55:00	5173.845	5174.345	5166.345	5173.345	15067	68522	1"
"2026.05.20	12:00:00	5173.845	5175.845	5171.845	5172.345	7360	38597	1"
"2026.05.20	12:05:00	5172.845	5176.345	5171.845	5175.345	4817	19574	1"
"2026.05.20	12:10:00	5175.845	5176.845	5171.845	5172.845	3937	17338	1"
"2026.05.20	12:15:00	5172.845	5173.345	5160.345	5165.845	30589	113875	1"
"2026.05.20	12:20:00	5165.845	5167.345	5163.345	5166.845	8434	35177	1"
"2026.05.20	12:25:00	5166.845	5172.845	5166.345	5171.345	7293	25557	1"
"2026.05.20	12:30:00	5171.345	5171.845	5164.845	5167.845	6129	20920	1"
"2026.05.20	12:35:00	5167.845	5169.345	5165.845	5169.345	4442	16887	1"
"2026.05.20	12:40:00	5169.345	5171.845	5167.845	5169.845	4662	16498	1"
"2026.05.20	12:45:00	5169.345	5169.345	5165.345	5167.845	4196	17781	1"
"2026.05.20	12:50:00	5167.845	5173.845	5167.845	5173.345	4840	18907	1"
"2026.05.20	12:55:00	5172.845	5176.845	5172.845	5174.345	7707	25780	1"
"2026.05.20	13:00:00	5174.345	5176.345	5170.845	5171.345	5125	21382	1"
"2026.05.20	13:05:00	5171.345	5171.845	5167.345	5170.345	4571	15588	1"
"2026.05.20	13:10:00	5169.845	5170.845	5168.345	5170.345	2162	7245	1"
"2026.05.20	13:15:00	5170.345	5170.845	5168.345	5169.345	1742	7619	1"
"2026.05.20	13:20:00	5168.845	5174.345	5168.845	5172.345	5259	18888	1"
"2026.05.20	13:25:00	5172.845	5176.845	5172.345	5172.845	5338	24746	1"
"2026.05.20	13:30:00	5172.345	5173.345	5170.345	5172.845	3379	14124	1"
"2026.05.20	13:35:00	5172.845	5174.345	5171.845	5173.345	1972	6687	1"
"2026.05.20	13:40:00	5172.845	5173.345	5168.345	5168.345	3642	10252	1"
"2026.05.20	13:45:00	5168.845	5170.845	5167.345	5168.845	3647	13913	1"
"2026.05.20	13:50:00	5168.845	5170.345	5164.845	5165.345	3540	14265	1"
"2026.05.20	13:55:00	5164.845	5167.345	5163.845	5164.845	3747	13013	1"
"2026.05.20	14:00:00	5165.345	5166.345	5162.845	5163.845	3699	14645	1"
"2026.05.20	14:05:00	5164.345	5165.845	5163.345	5163.845	1780	5331	1"
"2026.05.20	14:10:00	5163.845	5166.845	5162.845	5164.845	4802	20717	1"
"2026.05.20	14:15:00	5164.845	5165.345	5162.845	5163.845	1858	7898	1"
"2026.05.20	14:20:00	5163.345	5164.845	5162.345	5163.345	1826	6278	1"
"2026.05.20	14:25:00	5163.345	5164.845	5162.345	5163.345	2687	10384	1"
"2026.05.20	14:30:00	5162.845	5165.345	5161.845	5165.345	2157	8925	1"
"2026.05.20	14:35:00	5165.345	5166.345	5161.345	5163.845	4415	17173	1"
"2026.05.20	14:40:00	5163.345	5165.845	5162.345	5165.345	2315	7781	1"
"2026.05.20	14:45:00	5165.845	5166.845	5164.845	5165.345	2476	9941	1"
"2026.05.20	14:50:00	5165.845	5166.345	5164.345	5166.345	1596	5619	1"
"2026.05.20	14:55:00	5166.345	5166.845	5164.345	5164.845	1987	8959	1"
"2026.05.20	15:00:00	5164.845	5166.845	5163.345	5163.345	2634	16816	1"
"2026.05.20	15:05:00	5163.345	5164.345	5161.845	5163.845	2165	14651	1"
"2026.05.20	15:10:00	5163.345	5164.345	5162.345	5162.845	1525	7995	1"
"2026.05.20	15:15:00	5162.345	5163.345	5161.345	5162.345	2285	9973	1"
"2026.05.20	15:20:00	5162.845	5165.345	5162.345	5163.345	2176	9621	1"
"2026.05.20	15:25:00	5163.845	5164.345	5160.845	5161.345	2876	13798	1"
"2026.05.20	15:30:00	5161.345	5161.845	5159.845	5160.845	3262	12699	1"
"2026.05.20	15:35:00	5160.345	5160.845	5158.845	5160.345	2969	13176	1"
"2026.05.20	15:40:00	5159.845	5162.845	5158.345	5162.845	4981	23055	1"
"2026.05.20	15:45:00	5162.845	5163.845	5160.845	5161.845	3881	19191	1"
"2026.05.20	15:50:00	5161.845	5162.345	5159.345	5160.345	3552	14548	1"
"2026.05.20	15:55:00	5159.845	5160.845	5158.845	5160.345	4237	18953	1"
"2026.05.20	16:00:00	5160.345	5160.845	5158.845	5159.845	2610	10344	1"
"2026.05.20	16:05:00	5159.345	5161.345	5158.845	5159.345	1843	7945	1"
"2026.05.20	16:10:00	5159.345	5160.345	5158.845	5159.345	1559	6816	1"
"2026.05.20	16:15:00	5159.845	5160.345	5157.845	5158.845	2632	15657	1"
"2026.05.20	16:20:00	5158.845	5159.845	5157.845	5158.845	1695	9517	1"
"2026.05.20	16:25:00	5159.345	5159.845	5158.345	5159.345	1323	8192	1"
"2026.05.20	16:30:00	5159.345	5159.845	5158.345	5159.345	1395	5863	1"
"2026.05.20	16:35:00	5158.845	5159.345	5157.345	5158.845	1709	7404	1"
"2026.05.20	16:40:00	5158.345	5160.845	5158.345	5160.845	2066	7420	1"
"2026.05.20	16:45:00	5160.345	5161.345	5159.345	5160.845	2481	9840	1"
"2026.05.20	16:50:00	5160.845	5161.845	5160.345	5161.345	2208	8055	1"
"2026.05.20	16:55:00	5160.845	5161.845	5159.845	5161.345	1413	4460	1"
"2026.05.20	17:00:00	5161.345	5162.345	5160.845	5161.845	2014	8484	1"
"2026.05.20	17:05:00	5161.845	5162.345	5159.845	5159.845	1637	9770	1"
"2026.05.20	17:10:00	5160.345	5161.345	5158.845	5161.345	1907	9635	1"
"2026.05.20	17:15:00	5161.345	5162.845	5160.345	5160.345	1862	10190	1"
"2026.05.20	17:20:00	5160.845	5161.845	5160.345	5160.345	1045	3386	1"
"2026.05.20	17:25:00	5160.345	5162.345	5159.845	5161.845	1318	8648	1"
"2026.05.20	17:30:00	5162.345	5162.845	5158.845	5158.845	1542	7441	1"
"2026.05.20	17:35:00	5158.845	5160.345	5158.845	5158.845	1520	9812	1"
"2026.05.20	17:40:00	5159.345	5159.845	5158.345	5159.345	691	5599	1"
"2026.05.20	17:45:00	5159.845	5159.845	5158.345	5158.845	517	3292	1"
"2026.05.20	17:50:00	5158.845	5159.845	5155.345	5155.845	2017	11424	1"
"2026.05.20	17:55:00	5155.845	5159.345	5155.345	5157.845	1306	7321	1"
"2026.05.20	18:00:00	5157.845	5158.345	5155.345	5157.345	526	1966	1"
"2026.05.20	18:05:00	5157.845	5159.345	5157.345	5159.345	505	1750	1"
"2026.05.20	18:10:00	5158.845	5159.345	5153.845	5154.345	963	5338	1"
"2026.05.20	18:15:00	5154.345	5155.845	5153.345	5153.345	1603	11630	1"
"2026.05.20	18:20:00	5153.845	5155.345	5151.345	5151.845	1480	11416	1"
"2026.05.20	18:25:00	5151.345	5155.345	5150.345	5154.845	1551	8538	1"
"2026.05.21	09:00:00	5173.453	5173.453	5162.351	5166.351	10612	39273	1"
"2026.05.21	09:05:00	5165.851	5169.851	5165.351	5166.851	5668	17164	1"
"2026.05.21	09:10:00	5166.851	5167.351	5164.351	5164.351	5604	20631	1"
"2026.05.21	09:15:00	5164.351	5168.351	5163.851	5167.851	4828	17187	1"
"2026.05.21	09:20:00	5168.351	5175.851	5167.851	5175.851	9446	34935	1"
"2026.05.21	09:25:00	5175.351	5179.851	5174.351	5179.351	7904	30379	1"
"2026.05.21	09:30:00	5179.351	5180.351	5173.851	5175.851	11711	37871	1"
"2026.05.21	09:35:00	5175.851	5176.351	5168.851	5171.351	11498	40785	1"
"2026.05.21	09:40:00	5171.351	5174.351	5169.351	5169.851	6010	20529	1"
"2026.05.21	09:45:00	5170.351	5170.351	5164.851	5168.851	8963	27431	1"
"2026.05.21	09:50:00	5168.851	5171.351	5166.851	5170.351	5193	15138	1"
"2026.05.21	09:55:00	5169.851	5175.851	5169.351	5175.851	7758	24778	1"
"2026.05.21	10:00:00	5175.851	5177.351	5167.851	5167.851	10245	31572	1"
"2026.05.21	10:05:00	5167.851	5171.851	5164.351	5170.351	12579	47346	1"
"2026.05.21	10:10:00	5170.351	5171.851	5168.351	5169.851	4725	16563	1"
"2026.05.21	10:15:00	5169.851	5173.351	5169.851	5172.351	3771	14125	1"
"2026.05.21	10:20:00	5172.351	5173.351	5169.851	5169.851	4102	12797	1"
"2026.05.21	10:25:00	5169.851	5177.351	5168.851	5174.351	8786	36207	1"
"2026.05.21	10:30:00	5173.851	5179.351	5172.851	5177.851	11817	48406	1"
"2026.05.21	10:35:00	5177.851	5178.351	5173.851	5176.851	7721	27716	1"
"2026.05.21	10:40:00	5176.851	5177.851	5172.851	5174.851	7806	29845	1"
"2026.05.21	10:45:00	5175.351	5175.351	5171.351	5172.351	6478	24707	1"
"2026.05.21	10:50:00	5172.351	5172.851	5158.351	5160.351	24041	98662	1"
"2026.05.21	10:55:00	5160.851	5164.851	5158.851	5164.351	8237	29517	1"
"2026.05.21	11:00:00	5164.851	5164.851	5160.851	5162.851	6578	30291	1"
"2026.05.21	11:05:00	5163.351	5167.351	5162.351	5163.351	7927	27133	1"
"2026.05.21	11:10:00	5163.351	5166.351	5161.851	5162.351	6672	23039	1"
"2026.05.21	11:15:00	5162.351	5167.351	5160.851	5166.851	7085	21829	1"
"2026.05.21	11:20:00	5166.351	5167.351	5162.351	5163.851	7993	31511	1"
"2026.05.21	11:25:00	5163.851	5167.851	5162.851	5166.851	4687	15127	1"
"2026.05.21	11:30:00	5167.351	5167.851	5163.351	5167.351	4592	16960	1"
"2026.05.21	11:35:00	5167.351	5168.351	5164.851	5166.351	5164	26334	1"
"2026.05.21	11:40:00	5165.851	5168.351	5165.351	5166.851	4306	20786	1"
"2026.05.21	11:45:00	5166.851	5169.851	5165.351	5168.351	4669	16966	1"
"2026.05.21	11:50:00	5168.351	5168.351	5161.351	5162.351	6876	29285	1"
"2026.05.21	11:55:00	5162.351	5162.851	5159.351	5162.851	8880	37559	1"
"2026.05.21	12:00:00	5162.851	5166.351	5161.851	5164.351	6031	27769	1"
"2026.05.21	12:05:00	5164.351	5171.851	5163.851	5169.351	7690	28418	1"
"2026.05.21	12:10:00	5169.351	5170.351	5159.351	5162.851	9934	34622	1"
"2026.05.21	12:15:00	5162.351	5163.851	5160.351	5160.351	4039	14983	1"
"2026.05.21	12:20:00	5160.851	5164.351	5160.351	5163.351	3087	8598	1"
"2026.05.21	12:25:00	5163.851	5164.351	5160.851	5161.351	2967	11827	1"
"2026.05.21	12:30:00	5161.351	5162.851	5159.851	5162.351	2836	8670	1"
